Family,Genus,Species,Botanical author,Common name,Type of material,Source,Accession numbers,Date collected,Collector,Notes,Needs label?
LILIACEAE,Maianthemum,stellatum ,(L.) Link,Starry False Solomon's Seal,,"Emmet Co., MI",,1983,L.W. Blake,,
LILIACEAE,Polygonatum,,sp.,Solomon's Seal,,"Monroe Co., IL",,1980,L.W. Blake,,
LILIACEAE,Polygonatum,biflorum ,(Walt.) Elliott,,,"Botanic Garden of Smith College.  Northampton, MA.",,9/2004,G.J. Fritz,,
LILIACEAE,Polygonatum,biflorum ,(Walt.) Elliott var. commutatum (Shultes f.) Morong,Solomon's Seal,,"St. Francois Co., MO",,1985,L.W. Blake,,
LILIACEAE,Polygonatum,multiflorum ,(L.) All.,,,"Botanical Gardens at University of Leipzig, Germany Collected at Liebersee, Sachsen, Germany",,1998,G.J. Fritz,,
LILIACEAE,Polygonatum,pubescens ,(Willd.) Pursh.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Whately, MA",,1999,G.J. Fritz,,
LILIACEAE,Polygonatum,vericillatum ,(L.) All.,,,"Botanical Gardens at University of Leipzig, Germany",,1998,G.J. Fritz,,
LILIACEAE,Smilacina,racemosa,(L.) Desf,,,"Botanic Garden of Smith College.  Northampton, MA. Northhampton, Hampshire county, MA, disturbed conifer/deciduous forest.",,4/16/07,G.J. Fritz,,
LILIACEAE,Smilacina,racemosa,(L.) Desf,,,Botanic Garden of Smith College,,11/2009,G.J. Fritz,,
LILIACEAE,Smilacina,racemosa,(L.) Desf,,,"Botanic Garden of Smith College.  Northampton, MA.",,9/2004,G.J. Fritz,,
LILIACEAE,Smilacina,racemosa,(L.) Desf,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Conway, MA",,1999,G.J. Fritz,,
LILIACEAE,Smilacina,racemosa,(L.) Desf,,,"Botanical Gardens at University of Leipzig, Germany",,1998,G.J. Fritz,,
LILIACEAE,Smilacina,racemosa,(L.) Desf,,,"Hoyt Arboretum.  Portland, OR  97221",,1997,G.J. Fritz,,
LILIACEAE,Smilacina,racemosa,L.,,Seeds,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Conway, MA",98,1997,G.J. Fritz,,NEEDS LABEL
LILIACEAE,Smilacina,racemosa,(L.) Desf,,,W.J. Beal Botanical Garden. MI State Univ.,,9/15/94,G.J. Fritz,,
LILIACEAE,Smilacina,racemosa,(L.) Desf,False Solomon's Seal,,"Hoyt Arboretum.  Portland, OR  97221",,4/1994,G.J. Fritz,,
LILIACEAE,Smilacina,racemosa,(L.) Desf,,,W.J. Beal Botanical Garden. MI State Univ.,,1/2001,G.J. Fritz,,
LILIACEAE,Smilacina,racemosa,L.,,Seeds,"Botanic Garden of Smith College.  Northampton, MA.",65,,,,NEEDS LABEL
LILIACEAE,Smilax,aspera,L.,,,"Hortus Botanicus.  Universitatis, Szeged, Hungaria",,1997,G.J. Fritz,,
LILIACEAE,Smilax,herbacea,L.,,,"Botanic Garden of Smith College.  Northampton, MA.",,1998,G.J. Fritz,,
LILIACEAE,Smilax,herbacea,,Garrion flower,,Ion Nursery,,3/1995,,,NEEDS LABEL
LILIACEAE,Streptopus,anplicxifolius ,L. DC,Twisted Stalk,,"Hoyt Arboretum.  Portland, OR  97221",,4/1994,G.J. Fritz,,
LILIACEAE,Trillium,erectum ,L.,,Seeds,Botanic Garden of Smith College,156,11/2009,G.J. Fritz,,NEEDS LABEL
LILIACEAE,Trillium,erectum,L.,,,"Botanic Garden of Smith College.  Northampton, MA.",,5/2001,G.J. Fritz,,
LILIACEAE,Trillium,erectum ,L.,,,"Botanic Garden of Smith College.  Northampton, MA. Northhampton, Hampshire county, MA, disturbed conifer/deciduous forest.",,4/16/07,G.J. Fritz,,
LILIACEAE,Tulbaghia,violacea ,Harv.,,,"From Diomides Botanic Garden, Greece",,2001,G.J. Fritz,,
LILIACEAE,Tulipa,sprengeri ,Baker,,,"Botanical Gardens at University of Leipzig, Germany",,3/2001,G.J. Fritz,,
LILIACEAE,Uvularia,grandiflora ,Smith.,Large bellwort,,"From Valley View Glade.  Jefferson Co., MO",,6/9/94,L.W. Blake,,
LILIACEAE,Uvularia,sessifolia,L.,,,Botanic Garden of Smith College,,11/2009,G.J. Fritz,,
LILIACEAE,Uvularia,sessifolia,L.,,Seeds,Botanic Garden of Smith College,67,9/18/09,G.J. Fritz,,NEEDS LABEL
LILIACEAE,Uvularia,sessifolia ,L.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Whately, MA Botanic Garden of Smith College.  Northampton, MA.",,1998,G.J. Fritz,,
LILIACEAE,Uvularia,sessifolia ,L.,,,"Northhampton, Hampshire county, MA, disturbed conifer/deciduous forest.",,4/16/07,G.J. Fritz,,
LINACEAE,Linum,lewisii,Pursh.,,,"From Pecos, NM",,10/7/96,G. Powell,,
LINACEAE,Linum,medium ,(Planch.) Britt. Var. texanum (Planch.) Fern.,,,W.J. Beal Botanical Garden. MI State Univ.,,1/2001,G.J. Fritz,,
LINACEAE,Linum,usitatissimum ,L.,,,"Botanical Gardens at University of Leipzig, Germany",,3/2001,G.J. Fritz,,
LINACEAE,Linum,usitatissimum ,L.,Common flax,,Health Food Store.  St. Louis,,1983,L.W. Blake,,
LOASACEAE,Mentzelia,,sp. L.,,,"Cordoba Cave Arch. Site, Sq. 311, L.4.",,1977,H.C. Cutler,,
Loganiaceae,Strychnos,spinosa,,Natal orange,,USDA GRIN,77936,2023,,,
LYTHRACEAE,Lagerstroemia,indica ,L.,Powataw,,"Orland E. White Arboretum.  Blandy Experimental Farm.  Univ. of Virginia.  Boyce, VA",,,G.J. Fritz,,
LYTHRACEAE,Lagerstroemia,indica ,L.,cu seminole,,"Orland E. White Arboretum.  Blandy Experimental Farm.  Univ. of Virginia.  Boyce, VA",,1994,G.J. Fritz,,
LYTHRACEAE,Trapa,natans,,water chestnut,,"Beijing, China market",,12/2010,R. Spengler,,
MAGNOLIACEAE,Lirodendron,tulipfera ,L.,"Tulip Tree,  Yellow Poplar",,,,6/20/83,D.B. Epstein,,
MAGNOLIACEAE,Lirodendron,tulipfera ,L.,"Tulip Tree,  Yellow Poplar",,"From Far Hills, Montgomery Co., Kettering, OH",,8/12/78,G.E. Wagner,,
MALVACEAE,Abutilon,malacum ,Watson,,,"Chihuahua, Mexico.  Collected on or near Cerro Juanaquena.  Identified by Karen Adams",,9/4/98,G.J. Fritz,,
MALVACEAE,Alcea,nudiflora,,Hollyhocks,,"Tuzusai, Kazakhstan",,8/2010,R. Spengler,,
MALVACEAE,Althea,cannabina ,L.,Stockrose,,"Botanical Garden at Univ. of Regensburg, Germany",,6/1994,G.J. Fritz,,
MALVACEAE,Callirhoe,involuerata,,"Wine Cup,  Poppy Mallow",,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
Malvaceae,Corchorus,olitorius,,Jute mallow,,USDA GRIN,560027,2023,,,
MALVACEAE,Gossypium,,,Cotton,,"Mary, Turkmenistan",,10/2010,R. Spengler,,
MALVACEAE,Gossypium,,sp.,"Cotton, ""algodon""",,"Acari, Peru",,6/11/89,P.J. Wright,,
MALVACEAE,Gossypium,,sp. L.,"Cotton, ""algodon""",,"St. Louis Co., MO",,1980,G.E. Wagner,,
MALVACEAE,Gossypium,arboreum ,L.,,,"Botanic Garden of Smith College.  Northampton, MA.",,5/2001,G.J. Fritz,,
MALVACEAE,Gossypium,Barbadense,L. Peru,,,"Botanic Garden of Smith College.  Northampton, MA.",,4/16/07,G.J. Fritz,,
MALVACEAE,Gossypium,Barbadense,L. (Pima S-7 strain),,,"Botanic Garden of Smith College.  Northampton, MA.",,4/16/07,G.J. Fritz,,
MALVACEAE,Gossypium,herbaceum,L.,,,"""Julia & Alexander N. Diomides"" Botanic Garden. Athens, Greece",,2/2004,G.J. Fritz,,
MALVACEAE,Gossypium,hirsutum,"L. var. punctantum Hutch., Silow & Stevens",Hopi Cotton,,Native Seeds Search,,1994,,,
MALVACEAE,Gossypium,thurberi,,,,,,,,,
MALVACEAE,Gossypium,thurberi ,Todaro,,,W.J. Beal Botanical Garden. MI State Univ.,,6/14/94,G.J. Fritz,,
MALVACEAE,Hibiscus,donudatus ,Benth.,,,"Chihuahua, Mexico.  Collected on or near Cerro Juanaquena.  Identified by Karen Adams",,9/4/98,G.J. Fritz,,
MALVACEAE,Hibiscus,esculentus,L.,Okra Dwarf Long Pod,,Vaughan 3511,,1977,H.C. Cutler,,
MALVACEAE,Hibiscus,laevis ,All.,Halbert-leaved rose  mallow,,"Franklin Co., MO",,1990,L.W. Blake,,
MALVACEAE,Hibiscus,lasiocarpos ,Cav.,Rose mallow,,"Shaw Arboretum.  Gray Summit, MO  63039",,6/1994,G.J. Fritz,,
MALVACEAE,Hibiscus,lasiocarpos ,Cav.,Rose mallow,,"St. Clair Co., IL",,1978,G.E. Wagner,,
MALVACEAE,Malva,sylvestris ,L.,High Mallow,,"Botanical Gardens at University of Leipzig, Germany",,1995,G.J. Fritz,,
MALVACEAE,Malva,verticillata,,Chinese mallow,,"China,  Pixian agricultural field",,12/2010,R. Spengler,,
MALVACEAE,Sida,spinosa ,L.,Prickly mallow,,Southern Weed Science Society,,1991,G.J. Fritz,,
MALVACEAE,Sida,spinosa ,L.,Prickly mallow,,"St. Clair Co., IL",,1978,G.E. Wagner,,
MALVACEAE,Sphaeralcea,angustifolia,var. lobata,Lobeleaf  Coppermallow,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
MALVACEAE,Sphaeralcea,ambigua,,,,"W.J. Beal Botanical Garden. MI State Univ. from AZ, Maricopa county, Along bank of an arroyo, Sonoran Desert",,3/6/07,G.J. Fritz,,
MALVACEAE,Sphaeralcea,grossulariaefolia,,Creeping globemallow,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
MARTYNIACEAE,Proboscidea,louisianica ,(Mill.) Thell.,,,"Botanical Gardens at University of Leipzig, Germany",,3/2001,G.J. Fritz,,
MELIACEAE,Melia,,,,,"China, Pixian cultivated forest",,1/2010,R. Spengler,,
MENISPERNACEAE,Calycocarpum,lyonnii ,(Pursch.) A. Gray,Cupseed,,"Castlewood State Park.  St. Louis Co., MO",,9/15/94,L.W. Blake,,
MENISPERNACEAE,Menispermum,canadense ,L.,,,"Bowman's Hill Wildflower Preserve.  New Hope, PA",,1997,G.J. Fritz,,
MENISPERNACEAE,Menispermum,canadense ,L.,Moonseed,,"Jefferson Co., MO",,1985,L.W. Blake,,
MIMOSACEAE,Acacia,greggii ,A. Gray,Gum arabic,,,,1977,H.C. Cutler,,
MIMOSACEAE,Acacia,greggii,,Catclaw,"Seeds, pods","Upper Fishhook Canyon near Thatcher, SE AZ",,8/5/2001,K. Hanselka,,
MIMOSACEAE,Acacia,macrantha,Humb. & Bonpl. ex Willd.& Bonpl. ex Willd.,"Acacia, ""huarango""",,"From near Ica, Peru",,6/1989,P.J. Wright,,
MIMOSACEAE,Albizia,julibrissin ,Rosea,"Silktree, Mimosa",,"Botanic Garden of Smith College.  Northampton, MA.",,1994,G.J. Fritz,,
MIMOSACEAE,Desmanthus,illinoensis,(Michx.) McM,Prairie mimosa,,"Tensas Parish, LA",,1990, G.J. Fritz,,
MIMOSACEAE,Desmanthus,illinoensis,(Michx.) McM,Prairie mimosa,,"W. Feliciana Parish, LA",,1985,M. Standifer,,
,,,,,,,,,,,
MIMOSACEAE,Desmanthus,illinoensis ,(Michx.),Prairie mimosa,,"Jefferson Co., MO",,1977, G.E. Wagner,,
MIMOSACEAE,Prosopsis,glandulosa,Turr., Honey mesquite,,"From rangeland near Roswell, NM",,7/1995,G. Powell,,
MIMOSACEAE,Prosopsis,velutina,,Velvet mesquite,Fruits,"Upper Fishhook Canyon near Thatcher, SE AZ",,8/2001,K. Hanselka,,
MORACEAE,Ficus,lutea ,Vahl.,,,"Botanic Garden of Smith College.  Northampton, MA.",,5/2001,G.J. Fritz,,
MORACEAE,Ficus,virens ,Ait,,,"Botanic Garden of Smith College.  Northampton, MA.",,11/2002,G.J. Fritz,,
MORACEAE,Maclura,,,,,"Mary, Turkmenistan",,2010,R. Spengler,,
MORACEAE,Maclura,pomifera,(Raf.) Schneid.,Osage orange,,,,1977,H.C. Cutler,,
MORACEAE,Maclura,pomifera,(Raf.) Schneid.,Osage orange,,,,1977,H.C. Cutler,,
MORACEAE,Maclura,pomifera,,,,"Institutum Botanicum et Hortus Botanicus, Universitatis de Jószef Attila Nominatae",951,,C. Schn,,NEEDS LABEL
MORACEAE,Morus,,sp. L.,Mulberry,,"From St. Louis Co., MO",,8/14/83,D.B. Epstein,,
MORACEAE,Morus,alba ,L.,,,"Hortus Botanicus.  Universitatis, Szeged, Hungaria",,1997,G.J. Fritz,,
MORACEAE,Morus,alba,L.,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
MORACEAE,Morus,rubra,L.,Red mulberry,,"Ann Arbor, MI",,1988,G.J. Fritz,,
MORACEAE,Morus,rubra,L.,Red mulberry,,"Jersey Co., IL",,1985,L.W. Blake,,
MORACEAE,Morus,rubra,L.,Red mulberry,,"Butler Co., KY",,10/14/78,G.E. Wagner,,
Moringaceae,Moringa,oleifera,,Moringa,,USDA GRIN,22848/77271,2023,,,
MYRICACEAE,Myrica,cerifera,L.,Wax myrtle,,"W. Feliciana Parish, LA",,10/26/85,M. Standifer,,
MYRICACEAE,Myrica,faya ,Ait.,,,"Botanical Gardens at University of Leipzig, Germany",,1998,G.J. Fritz,,
MYRICACEAE,Myrica,gale,L.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Wellfleet, MA.",,1998,G.J. Fritz,,
MYRICACEAE,Myrica,gale ,L.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Wellfleet, MA.",,1998,G.J. Fritz,,
MYRICACEAE,Myrica,gale ,L.,,,Botanical Gardens at University of Meckenheimer,,10/13/06,G.J. Fritz,,
MYRICACEAE,Myrica,gale ,,,Seeds,"Botanic Garden of Smith College.  Northampton, MA. ",76,2014,G.J. Fritz,,NEEDS LABEL
MYRICACEAE,Myrica,pensylvanica ,Loisel,Bayberry,,"Botanical Gardens at University of Leipzig, Germany",,1998,G.J. Fritz,,
MYRICACEAE,Myrica,pensylvanica,Loisel,Bayberry,,"Bowman's Hill Wildflower Preserve.  New Hope, PA. Collected at Burlington Co., NJ",,1997,G.J. Fritz,,
MYRICACEAE,Myrica,pensylvanica,Loisel,Bayberry,,"Bowman's Hill Wildflower Preserve.  New Hope, PA. Collected at Burlington Co., NJ",,1997,G.J. Fritz,,
MYRICACEAE,Myrica,pensylvanica,Loisel,Bayberry,,"Botanic Garden of Smith College. Northampton, MA, Falmouth, Barnstable county, MA shoreline, brackish pond.",,4/16/07,G.J. Fritz,,
MYRICACEAE,Myrica,pensylvanica,Loisel,Bayberry,,W.J. Beal Botanical Garden. MI State Univ.,,1/2001,G.J. Fritz,,
MYRICACEAE,Psidium,guajava ,L.,"Guava, ""guayaba""",,"From Millino, Peru",,6/25/89,P.J. Wright,,
MYRTACEAE,Callistemon,subulatus ,Cheel.,,,,,,,,
NELUMBONACEAE,Nelumbo,lutea ,(Willd.) Pers.,American lotus,,,,1992,M.L. Williams,,
NELUMBONACEAE,Nelumbo,lutea ,(Willd.) Pers.,American lotus,,,,,C. Miksicek,,
NELUMBONACEAE,Nelumbo,nucifera ,Gaertn.,,,"Hortus Botanicus.  Universitatis, Szeged, Hungaria",,1997,G.J. Fritz,,
NYCTAGINACEAE,Mirabilis,,sp.,,,Four-o'clock,,,C. Erickson,,
NYCTAGINACEAE,Mirabilis,jalapa,L.,Marvel of Peru,,Vaughan's Four o'clock Mixed 3290,,1977,H.C. Cutler,,
NYMPHAEACEAE,Euryale,ferox,,"fox nut, thongjing",,Chinese supermarket,,2010,Jade d'Alpoim Guedes,,
NYMPHAEACEAE,Nuphar,advena,(Aiton.) Aiton f.,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Pine Lake Complex,,1999,G.J. Fritz,,
NYMPHAEACEAE,Nuphar,lutea ,(L.) Sm.,,,"Botanical Garden of Bonn University, Germany",,9/2002,G.J. Fritz,,
NYMPHAEACEAE,Nuphar,lutea ,(L.) Sm.,,,"Botanical Garden of Bonn University, Germany",,1998,G.J. Fritz,,
NYMPHAEACEAE,Nymphaea,odorata,Aiton.,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Pine Lake Complex,,1999,G.J. Fritz,,
NYSSACEAE,Nyssa,aquatica ,L.,Swamp tupelo,,"From Sheffield Seed Co.  Locke, NY  13092",,1995,M. Williams,,
NYSSACEAE,Nyssa,sylvatica,Marsh.,"Black gum, sour gum, ",,"Hoyt Arboretum.  Portland, OR  97221",,1995,G.J. Fritz,,
NYSSACEAE,Nyssa,sylvatica,Marsh.,,,W.J. Beal Botanical Garden. MI State Univ.,,11/14/94,G.J. Fritz,,
NYSSACEAE,Nyssa,sylvatica,Marsh.,Black gum,,"St. Louis Co., MO",,1990,L.W. Blake,,
NYSSACEAE,Nyssa,sylvatica,Marsh.,Black gum,,"Butler Co., KY",,10/14/78,G.E. Wagner,,
NYSSACEAE,Nyssa,sylvatica,Marsh.,Black gum,,"Butler Co., KY",,6/3/78,G.E. Wagner,,
OLEACEAE,Fraxinus,,sp.,Ash,,,,9/9/83,D.B. Epstein,,
OLEACEAE,Fraxinus,,sp.,Ash,,,,1978,G.E. Wagner,,
OLEACEAE,Fraxinus,americana ,L.,White Ash,,"Butler Co., KY",,11/14/78,G.E. Wagner,,
OLEACEAE,Fraxinus,quadrangulata , Michx.,Blue ash,Seeds,"From Sheffield Seed Co.  Locke, NY  13092",,1993,M. Williams,"2 grans, 99% germ, 99% purity",NEEDS LABEL
OLEACEAE,Fraxinus,velutina,Torr.,"Velvet Ash, Arizona Ash, Desert Ash, Fresno",,"From Sheffield Seed Co.  Locke, NY  13092",,1991,M. Williams,"SW sp., 2 grams, 83% germ, 99% purity",NEEDS LABEL
OLEACEAE,Ligustrum,japonicum ,Thumb.,Japanese privet,,"Bachman Creek.  Dallas Co., TX",,1/2/95,G.J. Fritz,,
OLEACEAE,Syringa,oblata ,Lindl.,Lilac,,"Orland E. White Arboretum.  Blandy Experimental Farm.  Univ. of Virginia.  Boyce, VA",,1996,G.J. Fritz,,
ONAGRACEAE,Calylophus,hartwegii ,subsp.,Sundrops,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
,,lavndulaefolius,,,,,,,,,
ONAGRACEAE,Epilobium,angustifolium,,Fireweed,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
ONAGRACEAE,Epilobium,angustifolium ,L.,Fireweed,Seeds,"Botanic Garden of Smith College.   Northampton, MA  01063",94,6/16/06,G.J. Fritz,,NEEDS LABEL
ONAGRACEAE,Epilobium,coloratum,,,,"W.J. Beal Botanical Garden. MI State Univ. from MI, Ingham County, Oldfield and disturbed S. wet meadow Biggie Munn Park SE corner",,3/6/07,G.J. Fritz,,
ONAGRACEAE,Gaura,lindheimeri,Englm. & A.Gray,,Seeds,,3273,,,,NEEDS LABEL
ONAGRACEAE,Gaura,parviflora ,Dougl.,,,"Botanical Gardens at University of Leipzig, Germany",,1999,G.J. Fritz,,
ONAGRACEAE,Oenothera,,sp. (prob. biennis),Evening primrose,,"From Litzinger Foundation.  St. Louis Co., MO",,9/6/94,K.M. Roberts,,
ONAGRACEAE,Oenothera,biennis,,,,"W.J. Beal Botanical Garden. MI State Univ. from MI, Ingham County, Forest edge, Legg Park parking lot",,3/6/07,G.J. Fritz,,
ONAGRACEAE,Oenothera,biennis,L.,,Seeds,Botanic Garden of Smith College,95,11/2009,G.J. Fritz,,NEEDS LABEL
ONAGRACEAE,Oenothera,biennis,L.,,Seeds,Botanic Garden of Smith College,71,11/2009,G.J. Fritz,,NEEDS LABEL
ONAGRACEAE,Oenothera,biennis,L.,,,"Botanic Garden of Smith College.  Northampton, MA.",,9/2004,G.J. Fritz,,
ONAGRACEAE,Oenothera,biennis,L.,,,"""Julia & Alexander N. Diomides"" Botanic Garden Athens, Greece",,2/2004,G.J. Fritz,,
ONAGRACEAE,Oenothera,biennis,L.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Hatfield, MA.",,1999,G.J. Fritz,,
ONAGRACEAE,Oenothera,biennis,L.,Evening primrose,,"St. Louis Co., MO",,1989,L.W. Blake,,
ONAGRACEAE,Oenothera,biennis,L.,Evening primrose,,"Botanic Garden of Smith College. Northampton, MA. Northampton, Hampshire county, MA, disturbed  conifer/ deciduous forest",,4/16/07,G.J. Fritz,,
ONAGRACEAE,Oenothera,caepitosa,,White-tufted evening primrose,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
ONAGRACEAE,Oenothera,macrocarpa,Nutt.,Missouri primrose,,"Missouri Wildflower Nursery.  Jefferson City, MO",,6/1994,G.J. Fritz,,
ONAGRACEAE,Oenothera,macrocarpa ,Nutt.,Missouri evening ,,Vaughan 8261,,1977,H.C. Cutler,,
ONAGRACEAE,Oenothera,missouriensis,,Missouri evening primrose,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
OROBANCHACEAE,Epifagus,virginiana ,(L.) Bart.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Whately, MA. W.J. Beal Botanical Garden. MI State Univ.",,1998,G.J. Fritz,,
OROBANCHACEAE,Epifagus,virginiana ,(L.) Bart.,,,,,1/2001,G.J. Fritz,,
OSMUNDACEAE,Osmunda,regalis ,var. spectabilis (Willd.) A. Gray (A),,,"Botanic Garden of Smith College.  Northampton, MA.",,11/2002,G.J. Fritz,,
OXALIDACEAE,Oxalis,tuberosa ,Molina,bulb,,"Botanical Gardens at University of Leipzig, Germany",,3/2001,G.J. Fritz,,
OXALIDACEAE,Oxalis,tuberosa ,Molina,"""Oca""",,"Cochabamba, Bolivia  8600m",,1977,H.C. Cutler,,
PALMAE,Chamaerops,humilis ,L.,,,"""Julia & Alexander N. Diomides"" Botanic Garden Athens, Greece",,2/2004,G.J. Fritz,,
PAPAVERACEAE,Argemone,mexicana ,L.,,,"Botanical Garden of Bonn University, Germany",,9/2002,G.J. Fritz,,
PAPAVERACEAE,Argemone,mexicana ,L.,,,"Botanical Gardens at University of Leipzig, Germany",,3/2001,G.J. Fritz,,
PAPAVERACEAE,Argemone,mexicana ,L.,,,"Botanical Garden of Bonn University, Germany",,1/18/99,G.J. Fritz,,
PAPAVERACEAE,Argemone,mexicana ,L.,,,W.J. Beal Botanical Garden. MI State Univ.,,1/2001,G.J. Fritz,,
PAPAVERACEAE,Chelidonium,majus ,L.,,,"Botanical Gardens at University of Leipzig, Germany",,2/6/06,G.J. Fritz,,
PAPAVERACEAE,Chelidonium,majus ,L.,,,Botanical Gardens at University of Meckenheimer,,10/13/06,G.J. Fritz,,
PAPAVERACEAE,Corydalis,aurea ,Willd.,Golden Corydalis,,,,1977,H.C. Cutler,,
PAPAVERACEAE,Corydalis,sempervirens ,Pers.,,,W.J. Beal Botanical Garden. MI State Univ.,,1/2001,G.J. Fritz,,
PAPAVERACEAE,Eschscholzia,californica,,California Poppy,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
PAPAVERACEAE,Eschscholzia,mexicana,,,,W.J. Beal Botanical Garden. MI State Univ. Collected Near Table Top Mountain,,3/3/06,G.J. Fritz,,
PAPAVERACEAE,Eschscholzia,mexicana,,Mexican Gold Poppy,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
PAPAVERACEAE,Eschscholzia,minutiflora,,,,W.J. Beal Botanical Garden. MI State Univ. Collected in Sonoran Desert,,3/1/06,,,
PAPAVERACEAE,Glaucium,flavum ,Crantz.,Poppy,,"Botanical Garden.  Halle, Germany",,1993,,,
PAPAVERACEAE,Papaver,dubium,L.,Longhead poppy,,"Botanical Garden.  Halle, Germany",,1993,,,
PAPAVERACEAE,Papaver,rhoeas ,L.,,,"Diomides Botanic Garden, Greece",,2001,G.J. Fritz,,
PAPAVERACEAE,Papaver,rhoeas,L.,,,Botanical Gardens at University of Meckenheimer,,10/13/06,G.J. Fritz,,
PAPAVERACEAE,Papaver,somniferum,L.,Common poppy,,"Botanical Garden.  Halle, Germany",,1993,,,
PAPAVERACEAE,Sanguinaria,candensis,L.,,Seeds,Botanic Garden of Smith College,72,11/2009,G.J. Fritz,,NEEDS LABEL
PAPAVERACEAE,Sanguinaria,candensis,L.,,,"Botanic Garden of Smith College.  Northampton, MA.",,9/2004,G.J. Fritz,,
PAPAVERACEAE,Sanguinaria,candensis,L.,,,"Botanic Garden of Smith College.  Northampton, MA.",,11/2002,G.J. Fritz,,
PAPAVERACEAE,Stylophorum,,,,,"Tasbas, Kazakhstan in the foothills",,7/2011,R. Spengler,,
PASSIFLORACEAE,Passiflora,incarnata ,L.,"Passion Flower, Maypop",,From Kentucky roadside,,10/1990,G.J. Fritz,,
PASSIFLORACEAE,Passiflora,incarnata ,L.,Maypop,,"Jefferson Co., MO",,1986,L.W. Blake,,
PASSIFLORACEAE,Passiflora,incarnata ,L.,Maypop,,"Montgomery Co., OH",,1979,G.E. Wagner,,
PASSIFLORACEAE,Passiflora,incarnata ,,Maypop,Seeds,HU CO AR PBG,,2016,Horton,,NEEDS LABEL
PASSIFLORACEAE,Passiflora,ligularis ,Juss.,Granadilla,,"Acari, Peru",,6/23/89,P.J. Wright,,
PASSIFLORACEAE,Passiflora,lutea ,L. var. glabrifora Fern.,Small passion flower,,"St. Louis Co., MO",,1986,L.W. Blake,,
PEDALIACEAE,Proboscidea,louisianica ,(Miller) Thell.,Devil's claw,,,,4/12/1984,L.W. Blake,,
PEDALIACEAE,Proboscidea,louisianica,(Miller) Thell.,Devil's claw,,"Rex D. Pearce.  Moorestown, NJ",,1977,H.C. Cutler,,
PEDALIACEAE,Proboscidea,louisianica,(Miller) Thell.,Devil's claw,,No data,,,,,
PEDALIACEAE,Proboscidea,parviflora ,(Woot.) Woot & Standl. var. hohokamiana,"Tohonono O'odham, Domesticated devil's claw",,Native Seeds Search,,1997,G.J. Fritz,,
PEDALIACEAE,Sesamum,indicum,,Sesame,,"Purchased at Whole Foods.  St. Louis, MO",,8/2003,S. Walshaw,,
PHYTOLACCACEAE,Phytolacca,americana ,L.,Pokeweed,,"St. Louis Co., MO",,1981,L.W. Blake,,
PHYTOLACCACEAE,Phytolacca,americana ,L.,Pokeweed,,Contaminant in 3MA22 sample,,,G.J. Fritz,,
PINACEAE,Abies,balsamea,(L.)Miller,Balsam Fir,,"Emmet Co., MI",,8/16/89,L.W. Blake,,
PINACEAE,Abies,concolor,,White Fir,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
PINACEAE,Abies,lasiocarpa,,Subalpine Fir,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
PINACEAE,Picea,engelmanii,,Engelman Spruce,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
PINACEAE,Picea,glauca,(Moench) A. Voss.,White Spruce,,"Emmet Co., MI",,8/16/89,L.W. Blake,,
PINACEAE,Picea,pungens glauca,,Blue Sprice,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
PINACEAE,Pinus,,sp.,Pine,,"St. Louis Co., MO",,9/8/83,D.B. Epstein,,
PINACEAE,Pinus,,sp.,pine cone,,Arch. Site CS 139-225,,1973,,,
PINACEAE,Pinus,,sp.,pine cone,,No data,,,,,
PINACEAE,Pinus,aristata,,Bristlecone Pine,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
PINACEAE,Pinus,armandii,,Chinese White Pine,Seeds,market in Lijiang,,8/5/11,R. Spengler,"Picked in the area for food, from the wild",NEEDS LABEL
